35a - Antenatal care coverage  at least one visit

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of births attended by skilled health personnel,Developed regions,428,Latvia,2015,Female,99.9,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,428,Latvia,2016,Female,99.9,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,428,Latvia,2017,Female,99.9,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,440,Lithuania,2003,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,440,Lithuania,2008,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,440,Lithuania,2000,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,440,Lithuania,2005,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,440,Lithuania,2007,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,440,Lithuania,2009,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,440,Lithuania,2010,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,440,Lithuania,2001,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,440,Lithuania,2004,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,440,Lithuania,2006,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,440,Lithuania,2011,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,440,Lithuania,2002,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,440,Lithuania,2012,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,440,Lithuania,2013,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,440,Lithuania,2014,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,442,Luxembourg,2003,Female,99.9,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,442,Luxembourg,2009,Female,99.9,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,470,Malta,2003,Female,99.5,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,470,Malta,2008,Female,99.9,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,470,Malta,2005,Female,99.7,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,470,Malta,2007,Female,99.8,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,470,Malta,2009,Female,99.8,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,470,Malta,2010,Female,99.8,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,470,Malta,2001,Female,99.9,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,470,Malta,2004,Female,99.9,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,470,Malta,2006,Female,98.8,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,470,Malta,2011,Female,99.8,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,470,Malta,2002,Female,99.5,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,470,Malta,2012,Female,99.5,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,470,Malta,2013,Female,99.9,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,470,Malta,2014,Female,99.9,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,470,Malta,2015,Female,99.8,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,470,Malta,2016,Female,99.8,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,470,Malta,2017,Female,99.7,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,498,Republic of Moldova,2003,Female,99.4,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,498,Republic of Moldova,2008,Female,99.5,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,498,Republic of Moldova,2000,Female,98,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,498,Republic of Moldova,2005,Female,99.5,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,498,Republic of Moldova,2007,Female,99.6,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,498,Republic of Moldova,2009,Female,99.7,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,498,Republic of Moldova,2010,Female,99.2,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,498,Republic of Moldova,2001,Female,99,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,498,Republic of Moldova,2004,Female,99.3,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,498,Republic of Moldova,2006,Female,99.6,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,498,Republic of Moldova,2011,Female,99.4,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,498,Republic of Moldova,2002,Female,99.6,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,498,Republic of Moldova,2012,Female,99.2,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,498,Republic of Moldova,2013,Female,99.8,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,498,Republic of Moldova,2014,Female,99.7,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,499,Montenegro,2003,Female,98.9,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Developed regions,499,Montenegro,2008,Female,99.9,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
